user_id,margherita pizza,beef tacos,shrimp stir fry,classic cheeseburger,chicken caesar salad,peanut butter banana smoothie,mushroom risotto,salmon sushi roll,lentil soup,mango chicken lettuce wraps,black bean and sweet potato tacos,herb roasted vegetables
user_028,0.15338204669177138,0.10473955423244237,0.04678167664233214,0.07922342937270013,0.053812359625099324,0.06764732054175582,0.13763918265722266,0.10137662326787042,0.06350254862991275,0.05687777189766601,0.08203774313545453,0.052979743305772355
user_029,0.06238691343957325,0.08801066013092569,0.11822786747072249,0.09764331002319261,0.03538554140925658,0.08777554974147928,0.08092043440254222,0.09120559371836098,0.1389241385790421,0.03832572083528122,0.06415926008387574,0.09703501016574793
user_030,0.04324480445344943,0.12609269417621607,0.0855721561979584,0.10116365305171034,0.061596488016450075,0.10000822466089981,0.10933320897843368,0.0816092362395533,0.08165274599731381,0.08268641097974447,0.05560450899874447,0.07143586824952601
user_031,0.07089595282779185,0.08552289244223361,0.10611620018593397,0.05163029469761721,0.07158195913516052,0.1256004299408214,0.05764712383506616,0.05608165363657361,0.08027059804910631,0.10049731915946765,0.07508308909284331,0.11907248699738435
user_032,0.09618195520130439,0.09567919662797555,0.08651386116414624,0.16094174310422055,0.06632436190230817,0.03534408558233965,0.12494240821352001,0.06071368158615505,0.07400421313415888,0.11269742922559318,0.04067334772692024,0.04598371653135809
user_033,0.05087609136889179,0.06748414436462859,0.10392954166953124,0.10705108157886939,0.0981538687110211,0.054346070667650986,0.03969813346810976,0.09081860162884103,0.075544263932951,0.1046504128138222,0.11392315505882261,0.09352463473686036
user_034,0.10040190663297398,0.08337584161388543,0.09263409445307429,0.06012940414520411,0.07225999255747527,0.0824346824099501,0.10254683119670947,0.06704239679736577,0.09234607063034792,0.07011179506156287,0.07384696113663475,0.10287002336481627
user_035,0.04192567460674193,0.053501206947907165,0.05013426162551731,0.03721470155508903,0.06642523132861625,0.10948323069078157,0.0762303826003624,0.09026015005993974,0.12330927767851943,0.1340428700512689,0.08220953156295338,0.13526348129230284
user_036,0.08909369060986472,0.06435115037440402,0.07006364657912124,0.05138038113715312,0.06321852278484172,0.0761068556528151,0.11428541339787843,0.1575453935830846,0.05317990815083986,0.09898158304189585,0.059934590567065814,0.10185886412103551
user_037,0.08006543801297372,0.04416389341446019,0.1160044497479036,0.06782795012537482,0.06953703718672864,0.0576454465533963,0.06666802524696436,0.09736689418703318,0.0784521656194379,0.09404339305679771,0.09514454409846065,0.13308076275046885
user_038,0.060489103996579835,0.040671929697954794,0.09908382887874376,0.06072876915176719,0.10074028385287934,0.07799310239946684,0.06514009555850704,0.07705426896097577,0.13500243272127138,0.14108768655680876,0.06987596904793784,0.07213252917710757
user_039,0.12524382845694587,0.06391774666248184,0.09655888603889762,0.08515953784064027,0.09591345590204563,0.06419333106182572,0.0492657831920467,0.04159725615352534,0.05811907773547132,0.07318877484617638,0.0775529830096899,0.1692893391002536
user_040,0.10601131023993883,0.05140401172858213,0.08130000415713609,0.06242530528651114,0.06516488602863237,0.07680825233230464,0.0894033362995991,0.06392481581907962,0.10445915625680649,0.04826804416369651,0.07214419186558399,0.17868668582212907
